OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
ciscoCat9200FixedSwitchStack,1.3.6.1.4.1.9.1.2695,,,objectidentity,,""
ciscoRAIE1783MMS10B,1.3.6.1.4.1.9.1.2697,,,objectidentity,,""
ciscoRAIE1783MMS10BE,1.3.6.1.4.1.9.1.2698,,,objectidentity,,""
ciscoRAIE1783MMS10,1.3.6.1.4.1.9.1.2699,,,objectidentity,,""
ciscoRAIE1783MMS10R,1.3.6.1.4.1.9.1.2700,,,objectidentity,,""
ciscoRAIE1783MMS10E,1.3.6.1.4.1.9.1.2701,,,objectidentity,,""
ciscoRAIE1783MMS10ER,1.3.6.1.4.1.9.1.2702,,,objectidentity,,""
ciscoRAIE1783MMS10EA,1.3.6.1.4.1.9.1.2703,,,objectidentity,,""
ciscoRAIE1783MMS10EAR,1.3.6.1.4.1.9.1.2704,,,objectidentity,,""
ciscoASR92020SZM,1.3.6.1.4.1.9.1.2705,,,objectidentity,,""
cisco9214PK9,1.3.6.1.4.1.9.1.2708,,,objectidentity,,""
cisco9314PK9,1.3.6.1.4.1.9.1.2709,,,objectidentity,,""
cisco9214PLTEGBK9,1.3.6.1.4.1.9.1.2711,,,objectidentity,,""
cisco9214PLTEASK9,1.3.6.1.4.1.9.1.2712,,,objectidentity,,""
cisco9214PLTEAUK9,1.3.6.1.4.1.9.1.2713,,,objectidentity,,""
cisco921J4PK9,1.3.6.1.4.1.9.1.2715,,,objectidentity,,""
cisco9274PK9,1.3.6.1.4.1.9.1.2716,,,objectidentity,,""
cisco9274PMK9,1.3.6.1.4.1.9.1.2717,,,objectidentity,,""
cisco9264PK9,1.3.6.1.4.1.9.1.2718,,,objectidentity,,""
cisco9274PLTEAUK9,1.3.6.1.4.1.9.1.2719,,,objectidentity,,""
cisco9274PLTEGBK9,1.3.6.1.4.1.9.1.2721,,,objectidentity,,""
cisco9274PMLTEGBK9,1.3.6.1.4.1.9.1.2722,,,objectidentity,,""
cisco9264PLTEGBK9,1.3.6.1.4.1.9.1.2723,,,objectidentity,,""
ciscoAP1840,1.3.6.1.4.1.9.1.2730,,,objectidentity,,""
ciscoC11118PWS,1.3.6.1.4.1.9.1.2731,,,objectidentity,,""
ciscoC11118PLteLAWS,1.3.6.1.4.1.9.1.2732,,,objectidentity,,""
ciscoC11118PLteLAWA,1.3.6.1.4.1.9.1.2733,,,objectidentity,,""
ciscoC11118PLteLAWE,1.3.6.1.4.1.9.1.2734,,,objectidentity,,""
ciscoNCS55A2MODHDS,1.3.6.1.4.1.9.1.2735,,,objectidentity,,""
ciscoUCSC125,1.3.6.1.4.1.9.1.2737,,,objectidentity,,""
ciscoWSC6506E,1.3.6.1.4.1.9.1.2738,,,objectidentity,,""
ciscoWSC6509E,1.3.6.1.4.1.9.1.2739,,,objectidentity,,""
ciscoNCS1004,1.3.6.1.4.1.9.1.2740,,,objectidentity,,""
ciscoN54024Z8Q2CM,1.3.6.1.4.1.9.1.2741,,,objectidentity,,""
ciscoN540X24Z8Q2CM,1.3.6.1.4.1.9.1.2742,,,objectidentity,,""
ciscoN560RSP4,1.3.6.1.4.1.9.1.2743,,,objectidentity,,""
ciscoN560RSP4E,1.3.6.1.4.1.9.1.2744,,,objectidentity,,""
ciscoC11218PLteP,1.3.6.1.4.1.9.1.2745,,,objectidentity,,""
ciscoC1121X8PLTEP,1.3.6.1.4.1.9.1.2746,,,objectidentity,,""
ciscoC11218PLtePWE,1.3.6.1.4.1.9.1.2747,,,objectidentity,,""
ciscoC11218PLtePWB,1.3.6.1.4.1.9.1.2748,,,objectidentity,,""
ciscoC11218PLtePWZ,1.3.6.1.4.1.9.1.2749,,,objectidentity,,""
ciscoC11218PLtePWQ,1.3.6.1.4.1.9.1.2750,,,objectidentity,,""
ciscoC11218P,1.3.6.1.4.1.9.1.2751,,,objectidentity,,""
ciscoC1121X8P,1.3.6.1.4.1.9.1.2752,,,objectidentity,,""
ciscoC11618P,1.3.6.1.4.1.9.1.2753,,,objectidentity,,""
ciscoC1161X8P,1.3.6.1.4.1.9.1.2754,,,objectidentity,,""
ciscoC11618PLteP,1.3.6.1.4.1.9.1.2755,,,objectidentity,,""
ciscoC1161X8PLteP,1.3.6.1.4.1.9.1.2756,,,objectidentity,,""
ciscoFpr9000SM56,1.3.6.1.4.1.9.1.2757,,,objectidentity,,""
ciscoC11268PLteP,1.3.6.1.4.1.9.1.2758,,,objectidentity,,""
ciscoC11278PLteP,1.3.6.1.4.1.9.1.2759,,,objectidentity,,""
ciscoC11278PMLteP,1.3.6.1.4.1.9.1.2760,,,objectidentity,,""
ciscoC1126X8PLteP,1.3.6.1.4.1.9.1.2761,,,objectidentity,,""
ciscoC1127X8PLteP,1.3.6.1.4.1.9.1.2762,,,objectidentity,,""
ciscoC1127X8PMLteP,1.3.6.1.4.1.9.1.2763,,,objectidentity,,""
ciscoC11214P,1.3.6.1.4.1.9.1.2764,,,objectidentity,,""
ciscoC11214PLteP,1.3.6.1.4.1.9.1.2765,,,objectidentity,,""
ciscoC11288PLteP,1.3.6.1.4.1.9.1.2766,,,objectidentity,,""
ciscoVG4002FXS2FXO,1.3.6.1.4.1.9.1.2767,,,objectidentity,,""
ciscoVG4004FXS4FXO,1.3.6.1.4.1.9.1.2768,,,objectidentity,,""
ciscoVG4006FXS6FXO,1.3.6.1.4.1.9.1.2769,,,objectidentity,,""
ciscoVG4008FXS,1.3.6.1.4.1.9.1.2770,,,objectidentity,,""
ciscoC891FJK9,1.3.6.1.4.1.9.1.2771,,,objectidentity,,""
ciscoFpr9000SM40,1.3.6.1.4.1.9.1.2772,,,objectidentity,,""
ciscoFpr9000SM48,1.3.6.1.4.1.9.1.2773,,,objectidentity,,""
ciscoFpr4115SM24,1.3.6.1.4.1.9.1.2774,,,objectidentity,,""
ciscoFpr4125SM32,1.3.6.1.4.1.9.1.2775,,,objectidentity,,""
ciscoFpr4145SM44,1.3.6.1.4.1.9.1.2776,,,objectidentity,,""
ciscoFpr4145K9,1.3.6.1.4.1.9.1.2777,,,objectidentity,,""
ciscoFpr4125K9,1.3.6.1.4.1.9.1.2778,,,objectidentity,,""
ciscoFpr4115K9,1.3.6.1.4.1.9.1.2779,,,objectidentity,,""
ciscoCat930024S,1.3.6.1.4.1.9.1.2780,,,objectidentity,,""
ciscoCat930048S,1.3.6.1.4.1.9.1.2781,,,objectidentity,,""
ciscoIOSXREdgecore591654XKSOACF,1.3.6.1.4.1.9.1.2782,,,objectidentity,,""
ciscoIOSXREdgecoreAS781664X,1.3.6.1.4.1.9.1.2783,,,objectidentity,,""
ciscoSNS3615K9,1.3.6.1.4.1.9.1.2784,,,objectidentity,,""
ciscoSNS3655K9,1.3.6.1.4.1.9.1.2785,,,objectidentity,,""
ciscoSNS3695K9,1.3.6.1.4.1.9.1.2786,,,objectidentity,,""
ciscoNCS55A2MODHXS,1.3.6.1.4.1.9.1.2787,,,objectidentity,,""
ciscoC1121X8PLtePWE,1.3.6.1.4.1.9.1.2788,,,objectidentity,,""
ciscoC1121X8PLtePWB,1.3.6.1.4.1.9.1.2789,,,objectidentity,,""
ciscoC1121X8PLtePWZ,1.3.6.1.4.1.9.1.2790,,,objectidentity,,""
ciscoC1121X8PLtePWA,1.3.6.1.4.1.9.1.2791,,,objectidentity,,""
ciscoCat9300L24T4G,1.3.6.1.4.1.9.1.2792,,,objectidentity,,""
ciscoCat9300L48T4G,1.3.6.1.4.1.9.1.2793,,,objectidentity,,""
ciscoCat9300L24T4X,1.3.6.1.4.1.9.1.2794,,,objectidentity,,""
ciscoCat9300L48T4X,1.3.6.1.4.1.9.1.2795,,,objectidentity,,""
ciscoCat9300L24P4G,1.3.6.1.4.1.9.1.2796,,,objectidentity,,""
ciscoCat9300L48P4G,1.3.6.1.4.1.9.1.2797,,,objectidentity,,""
ciscoCat9300L24P4X,1.3.6.1.4.1.9.1.2798,,,objectidentity,,""
ciscoCat9300L48P4X,1.3.6.1.4.1.9.1.2799,,,objectidentity,,""
ciscoCat9300L24UXG4X,1.3.6.1.4.1.9.1.2800,,,objectidentity,,""
ciscoCat9300L48UXG4X,1.3.6.1.4.1.9.1.2801,,,objectidentity,,""
ciscoCat9300L24UXG2Q,1.3.6.1.4.1.9.1.2802,,,objectidentity,,""
ciscoCat9300L48UXG2Q,1.3.6.1.4.1.9.1.2803,,,objectidentity,,""
ciscocat9300Lstack,1.3.6.1.4.1.9.1.2804,,,objectidentity,,""
ciscoCatWSC2960LSM8TS,1.3.6.1.4.1.9.1.2806,,,objectidentity,,""
ciscoCatWSC2960LSM8PS,1.3.6.1.4.1.9.1.2807,,,objectidentity,,""
ciscoCatWSC2960LSM16TS,1.3.6.1.4.1.9.1.2808,,,objectidentity,,""
ciscoCatWSC2960LSM16PS,1.3.6.1.4.1.9.1.2809,,,objectidentity,,""
ciscoCatWSC2960LSM24TS,1.3.6.1.4.1.9.1.2810,,,objectidentity,,""
ciscoCatWSC2960LSM24PS,1.3.6.1.4.1.9.1.2811,,,objectidentity,,""
ciscoCatWSC2960LSM48TS,1.3.6.1.4.1.9.1.2812,,,objectidentity,,""
ciscoCatWSC2960LSM48PS,1.3.6.1.4.1.9.1.2813,,,objectidentity,,""
ciscoCatWSC2960LSM24TQ,1.3.6.1.4.1.9.1.2814,,,objectidentity,,""
ciscoCatWSC2960LSM48TQ,1.3.6.1.4.1.9.1.2815,,,objectidentity,,""
ciscoCatWSC2960LSM24PQ,1.3.6.1.4.1.9.1.2816,,,objectidentity,,""
ciscoCatWSC2960LSM48PQ,1.3.6.1.4.1.9.1.2817,,,objectidentity,,""
ciscoC850012X4QC,1.3.6.1.4.1.9.1.2818,,,objectidentity,,""
ciscoC850012X,1.3.6.1.4.1.9.1.2819,,,objectidentity,,""
ciscoC9592PLteGB,1.3.6.1.4.1.9.1.2820,,,objectidentity,,""
ciscoC9592PLteUS,1.3.6.1.4.1.9.1.2821,,,objectidentity,,""
ciscoC9592PLteVZ,1.3.6.1.4.1.9.1.2822,,,objectidentity,,""
ciscoC9592PLteIN,1.3.6.1.4.1.9.1.2823,,,objectidentity,,""
ciscoC9514P,1.3.6.1.4.1.9.1.2824,,,objectidentity,,""
ciscoCMeWlc,1.3.6.1.4.1.9.1.2825,,,objectidentity,,""
ciscoIE34008FTMC,1.3.6.1.4.1.9.1.2826,,,objectidentity,,""
ciscoIE340016FTMC,1.3.6.1.4.1.9.1.2827,,,objectidentity,,""
ciscoIE340024FTMC,1.3.6.1.4.1.9.1.2828,,,objectidentity,,""
ciscoIE34008TMC,1.3.6.1.4.1.9.1.2829,,,objectidentity,,""
ciscoIE340016TMC,1.3.6.1.4.1.9.1.2830,,,objectidentity,,""
ciscoIE340024TMC,1.3.6.1.4.1.9.1.2831,,,objectidentity,,""
ciscoCat930024UBX,1.3.6.1.4.1.9.1.2833,,,objectidentity,,""
ciscoCat930048UB,1.3.6.1.4.1.9.1.2834,,,objectidentity,,""
ciscoCat930024UB,1.3.6.1.4.1.9.1.2835,,,objectidentity,,""
ciscoC9115AXI,1.3.6.1.4.1.9.1.2839,,,objectidentity,,""
ciscoC9115AXME,1.3.6.1.4.1.9.1.2840,,,objectidentity,,""
ciscoC9117AXME,1.3.6.1.4.1.9.1.2841,,,objectidentity,,""
ciscoC9117AXI,1.3.6.1.4.1.9.1.2842,,,objectidentity,,""
ciscoNCS5064,1.3.6.1.4.1.9.1.2843,,,objectidentity,,""
ciscoESR1115CONK9,1.3.6.1.4.1.9.1.2844,,,objectidentity,,""
ciscoESR1115NCPK9,1.3.6.1.4.1.9.1.2845,,,objectidentity,,""
ciscoC9115AXE,1.3.6.1.4.1.9.1.2846,,,objectidentity,,""
ciscoC9120AXI,1.3.6.1.4.1.9.1.2849,,,objectidentity,,""
ciscoC9120AXME,1.3.6.1.4.1.9.1.2850,,,objectidentity,,""
ciscoC9120AXE,1.3.6.1.4.1.9.1.2851,,,objectidentity,,""
ciscoC9120AXEME,1.3.6.1.4.1.9.1.2852,,,objectidentity,,""
ciscoN5604,1.3.6.1.4.1.9.1.2853,,,objectidentity,,""
ciscoN5604CC,1.3.6.1.4.1.9.1.2854,,,objectidentity,,""
ciscoN5604RSP4,1.3.6.1.4.1.9.1.2855,,,objectidentity,,""
ciscoN5604RSP4E,1.3.6.1.4.1.9.1.2856,,,objectidentity,,""
ciscoN5604RSP4CC,1.3.6.1.4.1.9.1.2857,,,objectidentity,,""
ciscoN5604RSP4ECC,1.3.6.1.4.1.9.1.2858,,,objectidentity,,""
ciscoC9800LCK9,1.3.6.1.4.1.9.1.2860,,,objectidentity,,""
ciscoC9800LFK9,1.3.6.1.4.1.9.1.2861,,,objectidentity,,""
ciscoESR6300CONK9,1.3.6.1.4.1.9.1.2864,,,objectidentity,,""
ciscoESR6300NCPK9,1.3.6.1.4.1.9.1.2865,,,objectidentity,,""
ciscoNCS55A148Q6H,1.3.6.1.4.1.9.1.2866,,,objectidentity,,""
ciscoNCS55A148T6H,1.3.6.1.4.1.9.1.2867,,,objectidentity,,""
ciscoCMICR4PS,1.3.6.1.4.1.9.1.2868,,,objectidentity,,""
ciscoCMICR4PC,1.3.6.1.4.1.9.1.2869,,,objectidentity,,""
ciscoFpr1150td,1.3.6.1.4.1.9.1.2870,,,objectidentity,,""
ciscoC9606RVirtualStack,1.3.6.1.4.1.9.1.2871,,,objectidentity,,""
ciscoIE34008T2S,1.3.6.1.4.1.9.1.2872,,,objectidentity,,""
ciscoCat930024H,1.3.6.1.4.1.9.1.2873,,,objectidentity,,""
ciscoCat930048H,1.3.6.1.4.1.9.1.2874,,,objectidentity,,""
ciscoC9130AXI,1.3.6.1.4.1.9.1.2877,,,objectidentity,,""
ciscoC9130AXIME,1.3.6.1.4.1.9.1.2878,,,objectidentity,,""
ciscoC9130AXE,1.3.6.1.4.1.9.1.2879,,,objectidentity,,""
ciscoC9130AXEME,1.3.6.1.4.1.9.1.2880,,,objectidentity,,""
ciscoIE3400H8FT,1.3.6.1.4.1.9.1.2881,,,objectidentity,,""
ciscoIE3400H16FT,1.3.6.1.4.1.9.1.2882,,,objectidentity,,""
ciscoIE3400H24FT,1.3.6.1.4.1.9.1.2883,,,objectidentity,,""
ciscoIE3400H8T,1.3.6.1.4.1.9.1.2884,,,objectidentity,,""
ciscoIE3400H16T,1.3.6.1.4.1.9.1.2885,,,objectidentity,,""
ciscoIE3400H24T,1.3.6.1.4.1.9.1.2886,,,objectidentity,,""
ciscoENCS5104,1.3.6.1.4.1.9.1.2889,,,objectidentity,,""
ciscoRAIE1783MMS10A,1.3.6.1.4.1.9.1.2891,,,objectidentity,,""
ciscoRAIE1783MMS10AR,1.3.6.1.4.1.9.1.2892,,,objectidentity,,""
ciscoENCS510464,1.3.6.1.4.1.9.1.2893,,,objectidentity,,""
ciscoENCS5104200,1.3.6.1.4.1.9.1.2894,,,objectidentity,,""
ciscoENCS5104400,1.3.6.1.4.1.9.1.2895,,,objectidentity,,""
ciscoC10008T2GL,1.3.6.1.4.1.9.1.2896,,,objectidentity,,""
ciscoCat100010GbpsStack,1.3.6.1.4.1.9.1.2897,,,objectidentity,,""
ciscoAIRIW6300ME,1.3.6.1.4.1.9.1.2898,,,objectidentity,,""
ciscoFpr4112K9,1.3.6.1.4.1.9.1.2899,,,objectidentity,,""
ciscoCSP5200,1.3.6.1.4.1.9.1.2900,,,objectidentity,,""
ciscoCSP5216,1.3.6.1.4.1.9.1.2901,,,objectidentity,,""
ciscoCSP5228,1.3.6.1.4.1.9.1.2902,,,objectidentity,,""
ciscoCSP5400,1.3.6.1.4.1.9.1.2903,,,objectidentity,,""
ciscoCSP5436,1.3.6.1.4.1.9.1.2904,,,objectidentity,,""
ciscoCSP5444,1.3.6.1.4.1.9.1.2905,,,objectidentity,,""
ciscoCSP5456,1.3.6.1.4.1.9.1.2906,,,objectidentity,,""
ciscoCat920024PB,1.3.6.1.4.1.9.1.2907,,,objectidentity,,""
ciscoCat920048PB,1.3.6.1.4.1.9.1.2908,,,objectidentity,,""
ciscoC10008TE2GL,1.3.6.1.4.1.9.1.2909,,,objectidentity,,""
ciscoC10008P2GL,1.3.6.1.4.1.9.1.2910,,,objectidentity,,""
ciscoC10008PE2GL,1.3.6.1.4.1.9.1.2911,,,objectidentity,,""
ciscoC10008FP2GL,1.3.6.1.4.1.9.1.2912,,,objectidentity,,""
ciscoC10008FPE2GL,1.3.6.1.4.1.9.1.2913,,,objectidentity,,""
ciscoC100016T2GL,1.3.6.1.4.1.9.1.2914,,,objectidentity,,""
ciscoC100016TE2GL,1.3.6.1.4.1.9.1.2915,,,objectidentity,,""
ciscoC100016P2GL,1.3.6.1.4.1.9.1.2916,,,objectidentity,,""
ciscoC100016PE2GL,1.3.6.1.4.1.9.1.2917,,,objectidentity,,""
ciscoC100016FP2GL,1.3.6.1.4.1.9.1.2918,,,objectidentity,,""
ciscoC100024T4GL,1.3.6.1.4.1.9.1.2919,,,objectidentity,,""
ciscoC100024PP4GL,1.3.6.1.4.1.9.1.2920,,,objectidentity,,""
ciscoC100024P4GL,1.3.6.1.4.1.9.1.2921,,,objectidentity,,""
ciscoC100024FP4GL,1.3.6.1.4.1.9.1.2922,,,objectidentity,,""
ciscoC100048T4GL,1.3.6.1.4.1.9.1.2923,,,objectidentity,,""
ciscoC100048PP4GL,1.3.6.1.4.1.9.1.2924,,,objectidentity,,""
ciscoC100048P4GL,1.3.6.1.4.1.9.1.2925,,,objectidentity,,""
ciscoC100048FP4GL,1.3.6.1.4.1.9.1.2926,,,objectidentity,,""
ciscoC100024T4XL,1.3.6.1.4.1.9.1.2927,,,objectidentity,,""
ciscoC100024P4XL,1.3.6.1.4.1.9.1.2928,,,objectidentity,,""
ciscoC100024FP4XL,1.3.6.1.4.1.9.1.2929,,,objectidentity,,""
ciscoC100048T4XL,1.3.6.1.4.1.9.1.2930,,,objectidentity,,""
ciscoC100048P4XL,1.3.6.1.4.1.9.1.2931,,,objectidentity,,""
ciscoC100048FP4XL,1.3.6.1.4.1.9.1.2932,,,objectidentity,,""
ciscoMobilityExpress,1.3.6.1.4.1.9.1.2958,,,objectidentity,,""
ciscoCat10001GbpsStack,1.3.6.1.4.1.9.1.2959,,,objectidentity,,""
ciscoC82001N4T,1.3.6.1.4.1.9.1.2961,,,objectidentity,,""
ciscoC83002N2S4T2X,1.3.6.1.4.1.9.1.2963,,,objectidentity,,""
ciscoC83002N2S6T,1.3.6.1.4.1.9.1.2964,,,objectidentity,,""
ciscoCat9200BFixedSwitchStack,1.3.6.1.4.1.9.1.2965,,,objectidentity,,""
ciscoESW6300ME,1.3.6.1.4.1.9.1.2966,,,objectidentity,,""
ciscoC8500L8G4X,1.3.6.1.4.1.9.1.2968,,,objectidentity,,""
ciscoC1100TG1N32A,1.3.6.1.4.1.9.1.2971,,,objectidentity,,""
ciscoC1100TG1N24P32A,1.3.6.1.4.1.9.1.2972,,,objectidentity,,""
ciscoC1100TGX1N24P32A,1.3.6.1.4.1.9.1.2973,,,objectidentity,,""
ciscoCMICR4PT,1.3.6.1.4.1.9.1.2978,,,objectidentity,,""
ciscoNCS540L28Z4SysA,1.3.6.1.4.1.9.1.2981,,,objectidentity,,""
ciscoNCS540L28Z4SysD,1.3.6.1.4.1.9.1.2982,,,objectidentity,,""
ciscoNCS540L16Z4G8Q2CA,1.3.6.1.4.1.9.1.2983,,,objectidentity,,""
ciscoNCS540L16Z4G8Q2CD,1.3.6.1.4.1.9.1.2984,,,objectidentity,,""
ciscoNCS540L12Z20GSysA,1.3.6.1.4.1.9.1.2985,,,objectidentity,,""
ciscoNCS540L12Z20GSysD,1.3.6.1.4.1.9.1.2986,,,objectidentity,,""
ciscoNCS540L12Z16GSysA,1.3.6.1.4.1.9.1.2987,,,objectidentity,,""
ciscoNCS540L12Z16GSysD,1.3.6.1.4.1.9.1.2988,,,objectidentity,,""
ciscoC83001N1S6T,1.3.6.1.4.1.9.1.2989,,,objectidentity,,""
ciscoC83001N1S4T2X,1.3.6.1.4.1.9.1.2990,,,objectidentity,,""
ciscoFpr4112SM12,1.3.6.1.4.1.9.1.2991,,,objectidentity,,""
ciscoCat9300L48PF4X,1.3.6.1.4.1.9.1.2992,,,objectidentity,,""
ciscoCat9300L48PF4G,1.3.6.1.4.1.9.1.2993,,,objectidentity,,""
ciscoNCS540LFHCSRSys,1.3.6.1.4.1.9.1.3001,,,objectidentity,,""
ciscoNCS540LFHAGGSys,1.3.6.1.4.1.9.1.3002,,,objectidentity,,""
ciscoNCS540LFHIP65Sys,1.3.6.1.4.1.9.1.3003,,,objectidentity,,""
ciscoC8000V,1.3.6.1.4.1.9.1.3004,,,objectidentity,,""
ciscoIE33008T2X,1.3.6.1.4.1.9.1.3007,,,objectidentity,,""
ciscoIE33008U2X,1.3.6.1.4.1.9.1.3008,,,objectidentity,,""
ciscoNCS54016G,1.3.6.1.4.1.9.1.3009,,,objectidentity,,""
ciscoNCS540X16G,1.3.6.1.4.1.9.1.3010,,,objectidentity,,""
ciscoCat920048PL,1.3.6.1.4.1.9.1.3011,,,objectidentity,,""
ciscoC9200L48PL4G,1.3.6.1.4.1.9.1.3012,,,objectidentity,,""
ciscoC9200L48PL4X,1.3.6.1.4.1.9.1.3013,,,objectidentity,,""
ciscoISR11004G,1.3.6.1.4.1.9.1.3016,,,objectidentity,,""
ciscoISR11006G,1.3.6.1.4.1.9.1.3017,,,objectidentity,,""
ciscoISR11004GLTEGB,1.3.6.1.4.1.9.1.3018,,,objectidentity,,""
ciscoISR11004GLTENA,1.3.6.1.4.1.9.1.3019,,,objectidentity,,""
ciscoC1000FE24T4GL,1.3.6.1.4.1.9.1.3021,,,objectidentity,,""
ciscoC1000FE24P4GL,1.3.6.1.4.1.9.1.3022,,,objectidentity,,""
ciscoC1000FE48T4GL,1.3.6.1.4.1.9.1.3023,,,objectidentity,,""
ciscoC1000FE48P4GL,1.3.6.1.4.1.9.1.3024,,,objectidentity,,""
ciscoDNAPLTTA1X,1.3.6.1.4.1.9.1.3025,,,objectidentity,,""
ciscoIR1821K9,1.3.6.1.4.1.9.1.3026,,,objectidentity,,""
ciscoIR1831K9,1.3.6.1.4.1.9.1.3027,,,objectidentity,,""
ciscoIR1833K9,1.3.6.1.4.1.9.1.3028,,,objectidentity,,""
ciscoIR1835K9,1.3.6.1.4.1.9.1.3029,,,objectidentity,,""
ciscoNCS540L6Z18GSysA,1.3.6.1.4.1.9.1.3030,,,objectidentity,,""
ciscoNCS540L6Z18GSysD,1.3.6.1.4.1.9.1.3031,,,objectidentity,,""
ciscoNCS540L8Z16GSysD,1.3.6.1.4.1.9.1.3032,,,objectidentity,,""
ciscoNCS540L8Z16GSysA,1.3.6.1.4.1.9.1.3033,,,objectidentity,,""
ciscoNCS540L4Z14G2QA,1.3.6.1.4.1.9.1.3034,,,objectidentity,,""
ciscoNCS540L4Z14G2QD,1.3.6.1.4.1.9.1.3035,,,objectidentity,,""
ciscoC9300X12Y,1.3.6.1.4.1.9.1.3037,,,objectidentity,,""
ciscoC9300X24Y,1.3.6.1.4.1.9.1.3038,,,objectidentity,,""
ciscoC9300X48HX,1.3.6.1.4.1.9.1.3039,,,objectidentity,,""
ciscoC9300X48TX,1.3.6.1.4.1.9.1.3040,,,objectidentity,,""
ciscoISR1100X4G,1.3.6.1.4.1.9.1.3045,,,objectidentity,,""
ciscoISR1100X6G,1.3.6.1.4.1.9.1.3046,,,objectidentity,,""
ciscoESS930010XE,1.3.6.1.4.1.9.1.3047,,,objectidentity,,""
ciscoIR8140HK9,1.3.6.1.4.1.9.1.3048,,,objectidentity,,""
ciscoIR8140HPK9,1.3.6.1.4.1.9.1.3049,,,objectidentity,,""
ciscoC9115AXEME,1.3.6.1.4.1.9.1.3050,,,objectidentity,,""
ciscoC9120AXPME,1.3.6.1.4.1.9.1.3051,,,objectidentity,,""
ciscoIR8340K9,1.3.6.1.4.1.9.1.3052,,,objectidentity,,""
ciscoFpr3110K9,1.3.6.1.4.1.9.1.3053,,,objectidentity,,""
ciscoFpr3120K9,1.3.6.1.4.1.9.1.3054,,,objectidentity,,""
ciscoFpr3130K9,1.3.6.1.4.1.9.1.3055,,,objectidentity,,""
ciscoFpr3140K9,1.3.6.1.4.1.9.1.3056,,,objectidentity,,""
ciscoC9KF1SSD960G,1.3.6.1.4.1.9.1.3062,,,objectidentity,,""
ciscoC9KF1SSD480G,1.3.6.1.4.1.9.1.3063,,,objectidentity,,""
ciscoC9KF1SSD240G,1.3.6.1.4.1.9.1.3064,,,objectidentity,,""
ciscoC8500L8S4X,1.3.6.1.4.1.9.1.3069,,,objectidentity,,""
ciscoC11138PLteEAWA,1.3.6.1.4.1.9.1.3070,,,objectidentity,,""
ciscoASR9903,1.3.6.1.4.1.9.1.3075,,,objectidentity,,""
ciscoCat9500X28C8D,1.3.6.1.4.1.9.1.3084,,,objectidentity,,""
ciscoXRdControlPlaneC1,1.3.6.1.4.1.9.1.3089,,,objectidentity,,""
ciscoASR9902,1.3.6.1.4.1.9.1.3090,,,objectidentity,,""
ciscoUCSC220M6,1.3.6.1.4.1.9.1.3100,,,objectidentity,,""
ciscoUCSC240M6,1.3.6.1.4.1.9.1.3101,,,objectidentity,,""
ciscoUCSB200M5,1.3.6.1.4.1.9.1.3103,,,objectidentity,,""
ciscoUCSB480M5,1.3.6.1.4.1.9.1.3104,,,objectidentity,,""
ciscoIE931026S2C,1.3.6.1.4.1.9.1.3129,,,objectidentity,,""
ciscoIE9320stack,1.3.6.1.4.1.9.1.3130,,,objectidentity,,""
ciscoIC30002C2FK9,1.3.6.1.4.1.9.1.3135,,,objectidentity,,""
ciscoUCSIOM2208,1.3.6.1.4.1.9.1.3138,,,objectidentity,,""
ciscoUCSIOM2304,1.3.6.1.4.1.9.1.3139,,,objectidentity,,""
ciscoUCSIOM2408,1.3.6.1.4.1.9.1.3140,,,objectidentity,,""
ciscoUCSBXI910825G,1.3.6.1.4.1.9.1.3141,,,objectidentity,,""
ciscoNCS540L24Q8L2DDSys,1.3.6.1.4.1.9.1.3143,,,objectidentity,,""
cisco810132FH,1.3.6.1.4.1.9.1.3144,,,objectidentity,,""
ciscoNCS55A124Q6HSS,1.3.6.1.4.1.9.1.3146,,,objectidentity,,""
ciscoNCS57C3MODSSYS,1.3.6.1.4.1.9.1.3147,,,objectidentity,,""
ciscoNCS57C3MODSYS,1.3.6.1.4.1.9.1.3148,,,objectidentity,,""
cisco820232FHM,1.3.6.1.4.1.9.1.3150,,,objectidentity,,""
cisco820232FHMO,1.3.6.1.4.1.9.1.3151,,,objectidentity,,""
ciscoNCS1010,1.3.6.1.4.1.9.1.3153,,,objectidentity,,""
ciscoNCS57C148Q6Sys,1.3.6.1.4.1.9.1.3154,,,objectidentity,,""
ciscoNCS55A124Q6HS,1.3.6.1.4.1.9.1.3158,,,objectidentity,,""
ciscoNCS540L6Z14GSysD,1.3.6.1.4.1.9.1.3163,,,objectidentity,,""
ciscoIE932026S2C,1.3.6.1.4.1.9.1.3165,,,objectidentity,,""
ciscoUCSC225M6,1.3.6.1.4.1.9.1.3168,,,objectidentity,,""
ciscoXRdvRouterC1,1.3.6.1.4.1.9.1.3191,,,objectidentity,,""
cisco810132H,1.3.6.1.4.1.9.1.3192,,,objectidentity,,""
cisco810264H,1.3.6.1.4.1.9.1.3193,,,objectidentity,,""
ciscoESR6300LICK9,1.3.6.1.4.1.9.1.3197,,,objectidentity,,""
ciscoDP01QSDDZF1,1.3.6.1.4.1.9.1.3198,,,objectidentity,,""
ciscoIE31008T4S,1.3.6.1.4.1.9.1.3204,,,objectidentity,,""
