OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
ciscoWsSvcSAMIBB,1.3.6.1.4.1.9.1.744,,,objectidentity,,""
ciscoASA5505,1.3.6.1.4.1.9.1.745,,,objectidentity,,""
ciscoMCS7825I,1.3.6.1.4.1.9.1.746,,,objectidentity,,""
ciscoWsC3750g24ps,1.3.6.1.4.1.9.1.747,,,objectidentity,,""
ciscoWs3020Hpq,1.3.6.1.4.1.9.1.748,,,objectidentity,,""
ciscoWs3030Del,1.3.6.1.4.1.9.1.749,,,objectidentity,,""
ciscoSpaOc48posSfp,1.3.6.1.4.1.9.1.750,,,objectidentity,,""
catalyst6kEnhancedGateway,1.3.6.1.4.1.9.1.751,,,objectidentity,,""
ciscoWLSE1133,1.3.6.1.4.1.9.1.752,,,objectidentity,,""
ciscoASA5550,1.3.6.1.4.1.9.1.753,,,objectidentity,,""
ciscoNMAONK9,1.3.6.1.4.1.9.1.754,,,objectidentity,,""
ciscoNMAONWS,1.3.6.1.4.1.9.1.755,,,objectidentity,,""
ciscoNMAONAPS,1.3.6.1.4.1.9.1.756,,,objectidentity,,""
ciscoWae612K9,1.3.6.1.4.1.9.1.757,,,objectidentity,,""
ciscoAIRAP1250,1.3.6.1.4.1.9.1.758,,,objectidentity,,""
ciscoCe512K9,1.3.6.1.4.1.9.1.759,,,objectidentity,,""
ciscoFe512K9,1.3.6.1.4.1.9.1.760,,,objectidentity,,""
ciscoCe612K9,1.3.6.1.4.1.9.1.761,,,objectidentity,,""
ciscoFe612K9,1.3.6.1.4.1.9.1.762,,,objectidentity,,""
ciscoASA5550sc,1.3.6.1.4.1.9.1.763,,,objectidentity,,""
ciscoASA5520sy,1.3.6.1.4.1.9.1.764,,,objectidentity,,""
ciscoASA5540sy,1.3.6.1.4.1.9.1.765,,,objectidentity,,""
ciscoASA5550sy,1.3.6.1.4.1.9.1.766,,,objectidentity,,""
ciscoWsSvcFwm1sy,1.3.6.1.4.1.9.1.767,,,objectidentity,,""
ciscoPIXFirewall515sy,1.3.6.1.4.1.9.1.768,,,objectidentity,,""
ciscoPIXFirewall515Esy,1.3.6.1.4.1.9.1.769,,,objectidentity,,""
ciscoPIXFirewall525sy,1.3.6.1.4.1.9.1.770,,,objectidentity,,""
ciscoPIXFirewall535sy,1.3.6.1.4.1.9.1.771,,,objectidentity,,""
ciscoIpRanOpt4p,1.3.6.1.4.1.9.1.772,,,objectidentity,,""
ciscoASA5510sc,1.3.6.1.4.1.9.1.773,,,objectidentity,,""
ciscoASA5510sy,1.3.6.1.4.1.9.1.774,,,objectidentity,,""
ciscoJumpgate,1.3.6.1.4.1.9.1.775,,,objectidentity,,""
ciscoOe512K9,1.3.6.1.4.1.9.1.776,,,objectidentity,,""
ciscoOe612K9,1.3.6.1.4.1.9.1.777,,,objectidentity,,""
catalyst3750G24WS25,1.3.6.1.4.1.9.1.778,,,objectidentity,,""
catalyst3750G24WS50,1.3.6.1.4.1.9.1.779,,,objectidentity,,""
ciscoMe3400g12CsA,1.3.6.1.4.1.9.1.780,,,objectidentity,,""
ciscoMe3400g12CsD,1.3.6.1.4.1.9.1.781,,,objectidentity,,""
cisco877M,1.3.6.1.4.1.9.1.782,,,objectidentity,,""
cisco1801M,1.3.6.1.4.1.9.1.783,,,objectidentity,,""
catalystWsCBS3040FSC,1.3.6.1.4.1.9.1.784,,,objectidentity,,""
ciscoOe511K9,1.3.6.1.4.1.9.1.785,,,objectidentity,,""
ciscoOe611K9,1.3.6.1.4.1.9.1.786,,,objectidentity,,""
ciscoOe7326K9,1.3.6.1.4.1.9.1.787,,,objectidentity,,""
ciscoMe492410GE,1.3.6.1.4.1.9.1.788,,,objectidentity,,""
catalyst3750E24TD,1.3.6.1.4.1.9.1.789,,,objectidentity,,""
catalyst3750E48TD,1.3.6.1.4.1.9.1.790,,,objectidentity,,""
catalyst3750E48PD,1.3.6.1.4.1.9.1.791,,,objectidentity,,""
catalyst3750E24PD,1.3.6.1.4.1.9.1.792,,,objectidentity,,""
catalyst3560E24TD,1.3.6.1.4.1.9.1.793,,,objectidentity,,""
catalyst3560E48TD,1.3.6.1.4.1.9.1.794,,,objectidentity,,""
catalyst3560E24PD,1.3.6.1.4.1.9.1.795,,,objectidentity,,""
catalyst3560E48PD,1.3.6.1.4.1.9.1.796,,,objectidentity,,""
catalyst35608PC,1.3.6.1.4.1.9.1.797,,,objectidentity,,""
catalyst29608TC,1.3.6.1.4.1.9.1.798,,,objectidentity,,""
catalyst2960G8TC,1.3.6.1.4.1.9.1.799,,,objectidentity,,""
ciscoTSPri,1.3.6.1.4.1.9.1.800,,,objectidentity,,""
ciscoTSSec,1.3.6.1.4.1.9.1.801,,,objectidentity,,""
ciscoUWIpPhone7921G,1.3.6.1.4.1.9.1.802,,,objectidentity,,""
ciscoUWIpPhone7920,1.3.6.1.4.1.9.1.803,,,objectidentity,,""
cisco3200WirelessMic,1.3.6.1.4.1.9.1.804,,,objectidentity,,""
ciscoISRWireless,1.3.6.1.4.1.9.1.805,,,objectidentity,,""
ciscoIPSVirtual,1.3.6.1.4.1.9.1.806,,,objectidentity,,""
ciscoIDS4215Virtual,1.3.6.1.4.1.9.1.807,,,objectidentity,,""
ciscoIDS4235Virtual,1.3.6.1.4.1.9.1.808,,,objectidentity,,""
ciscoIDS4250Virtual,1.3.6.1.4.1.9.1.809,,,objectidentity,,""
ciscoIDS4250SXVirtual,1.3.6.1.4.1.9.1.810,,,objectidentity,,""
ciscoIDS4250XLVirtual,1.3.6.1.4.1.9.1.811,,,objectidentity,,""
ciscoIDS4240Virtual,1.3.6.1.4.1.9.1.812,,,objectidentity,,""
ciscoIDS4255Virtual,1.3.6.1.4.1.9.1.813,,,objectidentity,,""
ciscoIDS4260Virtual,1.3.6.1.4.1.9.1.814,,,objectidentity,,""
ciscoIDSIDSM2Virtual,1.3.6.1.4.1.9.1.815,,,objectidentity,,""
ciscoIPSSSM20Virtual,1.3.6.1.4.1.9.1.816,,,objectidentity,,""
ciscoIPSSSM10Virtual,1.3.6.1.4.1.9.1.817,,,objectidentity,,""
ciscoNMWLCE,1.3.6.1.4.1.9.1.818,,,objectidentity,,""
cisco3205WirelessMic,1.3.6.1.4.1.9.1.819,,,objectidentity,,""
cisco5720,1.3.6.1.4.1.9.1.820,,,objectidentity,,""
cisco7201,1.3.6.1.4.1.9.1.821,,,objectidentity,,""
ciscoCrs14S,1.3.6.1.4.1.9.1.822,,,objectidentity,,""
ciscoNmWae,1.3.6.1.4.1.9.1.823,,,objectidentity,,""
ciscoACE4710K9,1.3.6.1.4.1.9.1.824,,,objectidentity,,""
ciscoMe3400g2csA,1.3.6.1.4.1.9.1.825,,,objectidentity,,""
ciscoNmeNam,1.3.6.1.4.1.9.1.826,,,objectidentity,,""
ciscoUbr7225Vxr,1.3.6.1.4.1.9.1.827,,,objectidentity,,""
ciscoAirWlc2106K9,1.3.6.1.4.1.9.1.828,,,objectidentity,,""
ciscoMwr1951DC,1.3.6.1.4.1.9.1.829,,,objectidentity,,""
ciscoIPS4270,1.3.6.1.4.1.9.1.830,,,objectidentity,,""
ciscoIPS4270Virtual,1.3.6.1.4.1.9.1.831,,,objectidentity,,""
ciscoWSC6509ve,1.3.6.1.4.1.9.1.832,,,objectidentity,,""
cisco5740,1.3.6.1.4.1.9.1.833,,,objectidentity,,""
cisco861,1.3.6.1.4.1.9.1.834,,,objectidentity,,""
cisco866,1.3.6.1.4.1.9.1.835,,,objectidentity,,""
cisco867,1.3.6.1.4.1.9.1.836,,,objectidentity,,""
cisco881,1.3.6.1.4.1.9.1.837,,,objectidentity,,""
cisco881G,1.3.6.1.4.1.9.1.838,,,objectidentity,,""
ciscoIad881F,1.3.6.1.4.1.9.1.839,,,objectidentity,,""
cisco881Srst,1.3.6.1.4.1.9.1.840,,,objectidentity,,""
ciscoIad881B,1.3.6.1.4.1.9.1.841,,,objectidentity,,""
cisco886,1.3.6.1.4.1.9.1.842,,,objectidentity,,""
cisco886G,1.3.6.1.4.1.9.1.843,,,objectidentity,,""
ciscoIad886F,1.3.6.1.4.1.9.1.844,,,objectidentity,,""
ciscoIad886B,1.3.6.1.4.1.9.1.845,,,objectidentity,,""
cisco886Srst,1.3.6.1.4.1.9.1.846,,,objectidentity,,""
cisco887,1.3.6.1.4.1.9.1.847,,,objectidentity,,""
cisco887G,1.3.6.1.4.1.9.1.848,,,objectidentity,,""
ciscoIad887F,1.3.6.1.4.1.9.1.849,,,objectidentity,,""
ciscoIad887B,1.3.6.1.4.1.9.1.850,,,objectidentity,,""
cisco887Srst,1.3.6.1.4.1.9.1.851,,,objectidentity,,""
cisco888,1.3.6.1.4.1.9.1.852,,,objectidentity,,""
cisco888G,1.3.6.1.4.1.9.1.853,,,objectidentity,,""
ciscoIad888F,1.3.6.1.4.1.9.1.854,,,objectidentity,,""
ciscoIad888B,1.3.6.1.4.1.9.1.855,,,objectidentity,,""
cisco888Srst,1.3.6.1.4.1.9.1.856,,,objectidentity,,""
cisco891,1.3.6.1.4.1.9.1.857,,,objectidentity,,""
cisco892,1.3.6.1.4.1.9.1.858,,,objectidentity,,""
cisco885D3,1.3.6.1.4.1.9.1.859,,,objectidentity,,""
ciscoIad885FD3,1.3.6.1.4.1.9.1.860,,,objectidentity,,""
cisco885EJ3,1.3.6.1.4.1.9.1.861,,,objectidentity,,""
cisco7603s,1.3.6.1.4.1.9.1.862,,,objectidentity,,""
cisco7606s,1.3.6.1.4.1.9.1.863,,,objectidentity,,""
cisco7609s,1.3.6.1.4.1.9.1.864,,,objectidentity,,""
cisco7600Seb,1.3.6.1.4.1.9.1.865,,,objectidentity,,""
ciscoNMECUE,1.3.6.1.4.1.9.1.866,,,objectidentity,,""
ciscoAIM2CUE,1.3.6.1.4.1.9.1.867,,,objectidentity,,""
ciscoUC500,1.3.6.1.4.1.9.1.868,,,objectidentity,,""
cisco860Ap,1.3.6.1.4.1.9.1.869,,,objectidentity,,""
cisco880Ap,1.3.6.1.4.1.9.1.870,,,objectidentity,,""
cisco890Ap,1.3.6.1.4.1.9.1.871,,,objectidentity,,""
cisco1900Ap,1.3.6.1.4.1.9.1.872,,,objectidentity,,""
cisco340024FSA,1.3.6.1.4.1.9.1.873,,,objectidentity,,""
catalyst4503e,1.3.6.1.4.1.9.1.874,,,objectidentity,,""
catalyst4506e,1.3.6.1.4.1.9.1.875,,,objectidentity,,""
catalyst4507re,1.3.6.1.4.1.9.1.876,,,objectidentity,,""
catalyst4510re,1.3.6.1.4.1.9.1.877,,,objectidentity,,""
ciscoUC520s8U4FXOK9,1.3.6.1.4.1.9.1.878,,,objectidentity,,""
ciscoUC520s8U4FXOWK9,1.3.6.1.4.1.9.1.879,,,objectidentity,,""
ciscoUC520s8U2BRIK9,1.3.6.1.4.1.9.1.880,,,objectidentity,,""
ciscoUC520s8U2BRIWK9,1.3.6.1.4.1.9.1.881,,,objectidentity,,""
ciscoUC520s16U4FXOK9,1.3.6.1.4.1.9.1.882,,,objectidentity,,""
ciscoUC520s16U4FXOWK9,1.3.6.1.4.1.9.1.883,,,objectidentity,,""
ciscoUC520s16U2BRIK9,1.3.6.1.4.1.9.1.884,,,objectidentity,,""
ciscoUC520s16U2BRIWK9,1.3.6.1.4.1.9.1.885,,,objectidentity,,""
ciscoUC520m32U8FXOK9,1.3.6.1.4.1.9.1.886,,,objectidentity,,""
ciscoUC520m32U8FXOWK9,1.3.6.1.4.1.9.1.887,,,objectidentity,,""
ciscoUC520m32U4BRIK9,1.3.6.1.4.1.9.1.888,,,objectidentity,,""
ciscoUC520m32U4BRIWK9,1.3.6.1.4.1.9.1.889,,,objectidentity,,""
ciscoUC520m48U12FXOK9,1.3.6.1.4.1.9.1.890,,,objectidentity,,""
ciscoUC520m48U12FXOWK9,1.3.6.1.4.1.9.1.891,,,objectidentity,,""
ciscoUC520m48U6BRIK9,1.3.6.1.4.1.9.1.892,,,objectidentity,,""
ciscoUC520m48U6BRIWK9,1.3.6.1.4.1.9.1.893,,,objectidentity,,""
ciscoUC520m48U1T1E1FK9,1.3.6.1.4.1.9.1.894,,,objectidentity,,""
ciscoUC520m48U1T1E1BK9,1.3.6.1.4.1.9.1.895,,,objectidentity,,""
catalyst65xxVirtualSwitch,1.3.6.1.4.1.9.1.896,,,objectidentity,,""
catalystExpress5208PC,1.3.6.1.4.1.9.1.897,,,objectidentity,,""
ciscoMCS7816I,1.3.6.1.4.1.9.1.898,,,objectidentity,,""
ciscoMCS7828I,1.3.6.1.4.1.9.1.899,,,objectidentity,,""
ciscoMCS7816H,1.3.6.1.4.1.9.1.900,,,objectidentity,,""
ciscoMCS7828H,1.3.6.1.4.1.9.1.901,,,objectidentity,,""
cisco1861Uc2BK9,1.3.6.1.4.1.9.1.902,,,objectidentity,,""
cisco1861Uc4FK9,1.3.6.1.4.1.9.1.903,,,objectidentity,,""
cisco1861Srst2BK9,1.3.6.1.4.1.9.1.904,,,objectidentity,,""
cisco1861Srst4FK9,1.3.6.1.4.1.9.1.905,,,objectidentity,,""
ciscoNmeApa,1.3.6.1.4.1.9.1.906,,,objectidentity,,""
ciscoOe7330K9,1.3.6.1.4.1.9.1.907,,,objectidentity,,""
ciscoOe7350K9,1.3.6.1.4.1.9.1.908,,,objectidentity,,""
ciscoWsCbs3110gS,1.3.6.1.4.1.9.1.909,,,objectidentity,,""
ciscoWsCbs3110gSt,1.3.6.1.4.1.9.1.910,,,objectidentity,,""
ciscoWsCbs3110xS,1.3.6.1.4.1.9.1.911,,,objectidentity,,""
ciscoWsCbs3110xSt,1.3.6.1.4.1.9.1.912,,,objectidentity,,""
ciscoSce8000,1.3.6.1.4.1.9.1.913,,,objectidentity,,""
ciscoASA5580,1.3.6.1.4.1.9.1.914,,,objectidentity,,""
ciscoASA5580sc,1.3.6.1.4.1.9.1.915,,,objectidentity,,""
ciscoASA5580sy,1.3.6.1.4.1.9.1.916,,,objectidentity,,""
cat4900M,1.3.6.1.4.1.9.1.917,,,objectidentity,,""
catWsCbs3120gS,1.3.6.1.4.1.9.1.918,,,objectidentity,,""
catWsCbs3120xS,1.3.6.1.4.1.9.1.919,,,objectidentity,,""
catWsCbs3032Del,1.3.6.1.4.1.9.1.920,,,objectidentity,,""
catWsCbs3130gS,1.3.6.1.4.1.9.1.921,,,objectidentity,,""
catWsCbs3130xS,1.3.6.1.4.1.9.1.922,,,objectidentity,,""
ciscoASR1002,1.3.6.1.4.1.9.1.923,,,objectidentity,,""
ciscoASR1004,1.3.6.1.4.1.9.1.924,,,objectidentity,,""
ciscoASR1006,1.3.6.1.4.1.9.1.925,,,objectidentity,,""
cisco520WirelessController,1.3.6.1.4.1.9.1.926,,,objectidentity,,""
cat296048TCS,1.3.6.1.4.1.9.1.927,,,objectidentity,,""
cat296024TCS,1.3.6.1.4.1.9.1.928,,,objectidentity,,""
cat296024S,1.3.6.1.4.1.9.1.929,,,objectidentity,,""
cat3560e12d,1.3.6.1.4.1.9.1.930,,,objectidentity,,""
ciscoCatRfgw,1.3.6.1.4.1.9.1.931,,,objectidentity,,""
catExpress52024TT,1.3.6.1.4.1.9.1.932,,,objectidentity,,""
catExpress52024LC,1.3.6.1.4.1.9.1.933,,,objectidentity,,""
catExpress52024PC,1.3.6.1.4.1.9.1.934,,,objectidentity,,""
catExpress520G24TC,1.3.6.1.4.1.9.1.935,,,objectidentity,,""
ciscoCDScde100,1.3.6.1.4.1.9.1.936,,,objectidentity,,""
ciscoCDScde200,1.3.6.1.4.1.9.1.937,,,objectidentity,,""
ciscoCDScde300,1.3.6.1.4.1.9.1.938,,,objectidentity,,""
cisco1861SrstCue2BK9,1.3.6.1.4.1.9.1.939,,,objectidentity,,""
cisco1861SrstCue4FK9,1.3.6.1.4.1.9.1.940,,,objectidentity,,""
ciscoVFrameDataCenter,1.3.6.1.4.1.9.1.941,,,objectidentity,,""
ciscoVQEServer,1.3.6.1.4.1.9.1.942,,,objectidentity,,""
ciscoIPSSSM40Virtual,1.3.6.1.4.1.9.1.943,,,objectidentity,,""
ciscoIPSSSM40,1.3.6.1.4.1.9.1.944,,,objectidentity,,""
ciscoVgd1t3,1.3.6.1.4.1.9.1.945,,,objectidentity,,""
ciscoCBS3100,1.3.6.1.4.1.9.1.946,,,objectidentity,,""
ciscoCBS3110,1.3.6.1.4.1.9.1.947,,,objectidentity,,""
ciscoCBS3120,1.3.6.1.4.1.9.1.948,,,objectidentity,,""
ciscoCBS3130,1.3.6.1.4.1.9.1.949,,,objectidentity,,""
catalyst296024PC,1.3.6.1.4.1.9.1.950,,,objectidentity,,""
catalyst296024LT,1.3.6.1.4.1.9.1.951,,,objectidentity,,""
catalyst2960PD8TT,1.3.6.1.4.1.9.1.952,,,objectidentity,,""
ciscoSpa2x1geSynce,1.3.6.1.4.1.9.1.953,,,objectidentity,,""
ciscoN5kC5020pBa,1.3.6.1.4.1.9.1.954,,,objectidentity,,""
ciscoN5kC5020pBd,1.3.6.1.4.1.9.1.955,,,objectidentity,,""
catalyst3560E12SD,1.3.6.1.4.1.9.1.956,,,objectidentity,,""
ciscoOe674,1.3.6.1.4.1.9.1.957,,,objectidentity,,""
ciscoIE30004TC,1.3.6.1.4.1.9.1.958,,,objectidentity,,""
ciscoIE30008TC,1.3.6.1.4.1.9.1.959,,,objectidentity,,""
ciscoRAIE1783MS06T,1.3.6.1.4.1.9.1.960,,,objectidentity,,""
ciscoRAIE1783MS10T,1.3.6.1.4.1.9.1.961,,,objectidentity,,""
cisco2435Iad8fxs,1.3.6.1.4.1.9.1.962,,,objectidentity,,""
ciscoVG204,1.3.6.1.4.1.9.1.963,,,objectidentity,,""
ciscoVG202,1.3.6.1.4.1.9.1.964,,,objectidentity,,""
catalyst291824TT,1.3.6.1.4.1.9.1.965,,,objectidentity,,""
catalyst291824TC,1.3.6.1.4.1.9.1.966,,,objectidentity,,""
catalyst291848TT,1.3.6.1.4.1.9.1.967,,,objectidentity,,""
catalyst291848TC,1.3.6.1.4.1.9.1.968,,,objectidentity,,""
ciscoVQETools,1.3.6.1.4.1.9.1.969,,,objectidentity,,""
ciscoUC520m24U4BRIK9,1.3.6.1.4.1.9.1.970,,,objectidentity,,""
ciscoUC520m24U8FXOK9,1.3.6.1.4.1.9.1.971,,,objectidentity,,""
ciscoUC520s16U2BRIWK9J,1.3.6.1.4.1.9.1.972,,,objectidentity,,""
ciscoUC520s8U2BRIWK9J,1.3.6.1.4.1.9.1.973,,,objectidentity,,""
ciscoVSIntSp,1.3.6.1.4.1.9.1.974,,,objectidentity,,""
ciscoVSSP,1.3.6.1.4.1.9.1.975,,,objectidentity,,""
ciscoVSHydecoder,1.3.6.1.4.1.9.1.976,,,objectidentity,,""
ciscoVSDecoder,1.3.6.1.4.1.9.1.977,,,objectidentity,,""
ciscoVSEncoder4P,1.3.6.1.4.1.9.1.978,,,objectidentity,,""
ciscoVSEncoder1P,1.3.6.1.4.1.9.1.979,,,objectidentity,,""
ciscoSCS1000K9,1.3.6.1.4.1.9.1.980,,,objectidentity,,""
cisco1805,1.3.6.1.4.1.9.1.981,,,objectidentity,,""
ciscoCe7341,1.3.6.1.4.1.9.1.982,,,objectidentity,,""
ciscoCe7371,1.3.6.1.4.1.9.1.983,,,objectidentity,,""
cisco7613s,1.3.6.1.4.1.9.1.984,,,objectidentity,,""
ciscoOe574,1.3.6.1.4.1.9.1.985,,,objectidentity,,""
ciscoOe474,1.3.6.1.4.1.9.1.986,,,objectidentity,,""
ciscoOe274,1.3.6.1.4.1.9.1.987,,,objectidentity,,""
ciscoAp801agn,1.3.6.1.4.1.9.1.988,,,objectidentity,,""
ciscoAp801gn,1.3.6.1.4.1.9.1.989,,,objectidentity,,""
cisco1861WSrstCue4FK9,1.3.6.1.4.1.9.1.990,,,objectidentity,,""
cisco1861WSrstCue2BK9,1.3.6.1.4.1.9.1.991,,,objectidentity,,""
cisco1861WSrst4FK9,1.3.6.1.4.1.9.1.992,,,objectidentity,,""
cisco1861WSrst2BK9,1.3.6.1.4.1.9.1.993,,,objectidentity,,""
cisco1861WUc4FK9,1.3.6.1.4.1.9.1.994,,,objectidentity,,""
cisco1861WUc2BK9,1.3.6.1.4.1.9.1.995,,,objectidentity,,""
ciscoCe674,1.3.6.1.4.1.9.1.996,,,objectidentity,,""
ciscoVQEIST,1.3.6.1.4.1.9.1.997,,,objectidentity,,""
ciscoAIRAP1160,1.3.6.1.4.1.9.1.998,,,objectidentity,,""
ciscoWsCbs3012Ibm,1.3.6.1.4.1.9.1.999,,,objectidentity,,""
ciscoWsCbs3012IbmI,1.3.6.1.4.1.9.1.1000,,,objectidentity,,""
ciscoWsCbs3125gS,1.3.6.1.4.1.9.1.1001,,,objectidentity,,""
ciscoWsCbs3125xS,1.3.6.1.4.1.9.1.1002,,,objectidentity,,""
ciscoTSPriG2,1.3.6.1.4.1.9.1.1003,,,objectidentity,,""
catalyst492810GE,1.3.6.1.4.1.9.1.1004,,,objectidentity,,""
catalyst296048TTS,1.3.6.1.4.1.9.1.1005,,,objectidentity,,""
catalyst29608TCS,1.3.6.1.4.1.9.1.1006,,,objectidentity,,""
ciscoMe3400eg2csA,1.3.6.1.4.1.9.1.1007,,,objectidentity,,""
ciscoMe3400eg12csM,1.3.6.1.4.1.9.1.1008,,,objectidentity,,""
ciscoMe3400e24tsM,1.3.6.1.4.1.9.1.1009,,,objectidentity,,""
ciscoIPSSSC5Virtual,1.3.6.1.4.1.9.1.1010,,,objectidentity,,""
ciscoSR520FE,1.3.6.1.4.1.9.1.1011,,,objectidentity,,""
ciscoSR520ADSL,1.3.6.1.4.1.9.1.1012,,,objectidentity,,""
ciscoSR520ADSLi,1.3.6.1.4.1.9.1.1013,,,objectidentity,,""
ciscoMwr2941DC,1.3.6.1.4.1.9.1.1014,,,objectidentity,,""
catalyst356012PCS,1.3.6.1.4.1.9.1.1015,,,objectidentity,,""
catalyst296048PSTL,1.3.6.1.4.1.9.1.1016,,,objectidentity,,""
ciscoASR9010,1.3.6.1.4.1.9.1.1017,,,objectidentity,,""
ciscoASR9006,1.3.6.1.4.1.9.1.1018,,,objectidentity,,""
catalyst3560v224tsD,1.3.6.1.4.1.9.1.1019,,,objectidentity,,""
catalyst3560v224ts,1.3.6.1.4.1.9.1.1020,,,objectidentity,,""
catalyst3560v224ps,1.3.6.1.4.1.9.1.1021,,,objectidentity,,""
catalyst3750v224ts,1.3.6.1.4.1.9.1.1022,,,objectidentity,,""
catalyst3750v224ps,1.3.6.1.4.1.9.1.1023,,,objectidentity,,""
catalyst3560v248ts,1.3.6.1.4.1.9.1.1024,,,objectidentity,,""
catalyst3560v248ps,1.3.6.1.4.1.9.1.1025,,,objectidentity,,""
catalyst3750v248ts,1.3.6.1.4.1.9.1.1026,,,objectidentity,,""
catalyst3750v248ps,1.3.6.1.4.1.9.1.1027,,,objectidentity,,""
ciscoHwicCableD2,1.3.6.1.4.1.9.1.1028,,,objectidentity,,""
ciscoHwicCableEJ2,1.3.6.1.4.1.9.1.1029,,,objectidentity,,""
ciscoBr1430,1.3.6.1.4.1.9.1.1030,,,objectidentity,,""
ciscoAIRBR1430,1.3.6.1.4.1.9.1.1031,,,objectidentity,,""
ciscoNamApp2204,1.3.6.1.4.1.9.1.1032,,,objectidentity,,""
ciscoNamApp2220,1.3.6.1.4.1.9.1.1033,,,objectidentity,,""
ciscoAIRAP1141,1.3.6.1.4.1.9.1.1034,,,objectidentity,,""
ciscoAIRAP1142,1.3.6.1.4.1.9.1.1035,,,objectidentity,,""
ciscoASR14K4S,1.3.6.1.4.1.9.1.1036,,,objectidentity,,""
ciscoASR14K8S,1.3.6.1.4.1.9.1.1037,,,objectidentity,,""
cisco18xxx,1.3.6.1.4.1.9.1.1038,,,objectidentity,,""
ciscoIPSSSC5,1.3.6.1.4.1.9.1.1039,,,objectidentity,,""
cisco887Vdsl2,1.3.6.1.4.1.9.1.1040,,,objectidentity,,""
cisco3945,1.3.6.1.4.1.9.1.1041,,,objectidentity,,""
cisco3925,1.3.6.1.4.1.9.1.1042,,,objectidentity,,""
cisco2951,1.3.6.1.4.1.9.1.1043,,,objectidentity,,""
cisco2921,1.3.6.1.4.1.9.1.1044,,,objectidentity,,""
cisco2911,1.3.6.1.4.1.9.1.1045,,,objectidentity,,""
cisco2901,1.3.6.1.4.1.9.1.1046,,,objectidentity,,""
cisco1941,1.3.6.1.4.1.9.1.1047,,,objectidentity,,""
ciscoSm2k15Es1GePoe,1.3.6.1.4.1.9.1.1048,,,objectidentity,,""
ciscoSm3k15Es1GePoe,1.3.6.1.4.1.9.1.1049,,,objectidentity,,""
ciscoSm3k16GePoe,1.3.6.1.4.1.9.1.1050,,,objectidentity,,""
ciscoSm2k23Es1Ge,1.3.6.1.4.1.9.1.1051,,,objectidentity,,""
ciscoSm2k23Es1GePoe,1.3.6.1.4.1.9.1.1052,,,objectidentity,,""
ciscoSm3k23Es1GePoe,1.3.6.1.4.1.9.1.1053,,,objectidentity,,""
ciscoSm3k24GePoe,1.3.6.1.4.1.9.1.1054,,,objectidentity,,""
ciscoSmXd2k48Es2SFP,1.3.6.1.4.1.9.1.1055,,,objectidentity,,""
ciscoSmXd3k48Es2SFPPoe,1.3.6.1.4.1.9.1.1056,,,objectidentity,,""
ciscoSmXd3k48Ge2SFPPoe,1.3.6.1.4.1.9.1.1057,,,objectidentity,,""
ciscoEsw52024pK9,1.3.6.1.4.1.9.1.1058,,,objectidentity,,""
ciscoEsw54024pK9,1.3.6.1.4.1.9.1.1059,,,objectidentity,,""
ciscoEsw52048pK9,1.3.6.1.4.1.9.1.1060,,,objectidentity,,""
ciscoEsw52024K9,1.3.6.1.4.1.9.1.1061,,,objectidentity,,""
ciscoEsw54024K9,1.3.6.1.4.1.9.1.1062,,,objectidentity,,""
ciscoEsw52048K9,1.3.6.1.4.1.9.1.1063,,,objectidentity,,""
ciscoEsw54048K9,1.3.6.1.4.1.9.1.1064,,,objectidentity,,""
cisco1861,1.3.6.1.4.1.9.1.1065,,,objectidentity,,""
ciscoUC520,1.3.6.1.4.1.9.1.1066,,,objectidentity,,""
catalystWSC2975GS48PSL,1.3.6.1.4.1.9.1.1067,,,objectidentity,,""
catalystC2975Stack,1.3.6.1.4.1.9.1.1068,,,objectidentity,,""
cisco5500Wlc,1.3.6.1.4.1.9.1.1069,,,objectidentity,,""
ciscoSR520T1,1.3.6.1.4.1.9.1.1070,,,objectidentity,,""
ciscoPwrC3900Poe,1.3.6.1.4.1.9.1.1071,,,objectidentity,,""
ciscoPwrC3900AC,1.3.6.1.4.1.9.1.1072,,,objectidentity,,""
ciscoPwrC2921C2951Poe,1.3.6.1.4.1.9.1.1073,,,objectidentity,,""
ciscoPwrC2921C2951AC,1.3.6.1.4.1.9.1.1074,,,objectidentity,,""
ciscoPwrC2911Poe,1.3.6.1.4.1.9.1.1075,,,objectidentity,,""
ciscoPwrC2911AC,1.3.6.1.4.1.9.1.1076,,,objectidentity,,""
ciscoPwrC2901Poe,1.3.6.1.4.1.9.1.1077,,,objectidentity,,""
ciscoPwrC1941C2901AC,1.3.6.1.4.1.9.1.1078,,,objectidentity,,""
ciscoPwrC1941Poe,1.3.6.1.4.1.9.1.1079,,,objectidentity,,""
ciscoPwrC3900DC,1.3.6.1.4.1.9.1.1080,,,objectidentity,,""
ciscoPwrC2921C2951DC,1.3.6.1.4.1.9.1.1081,,,objectidentity,,""
ciscoPwrC2911DC,1.3.6.1.4.1.9.1.1082,,,objectidentity,,""
ciscoRpsAdptrC2921C2951,1.3.6.1.4.1.9.1.1083,,,objectidentity,,""
ciscoRpsAdptrC2911,1.3.6.1.4.1.9.1.1084,,,objectidentity,,""
